"","installment","int_rate","last_pymnt_amnt","loan_amnt","purpose","application_type","revol_bal","dti","delinq_2yrs","mes","ano","grade","inq_last_6mths","mort_acc","open_acc","revol_util","total_acc","addr_state","annual_inc","emp_length","home_ownership","verification_status","loan_status"
"198",790.15,19.72,6.67,10.31,"1",1,10.25,17.5,1,"1","2","3",1,1,12,70.7,38,"2",11.33,"2","3","0","1"
"199",356.17,18.75,5.88,9.19,"1",1,8.35,17.91,1,"2","0","3",1,0,4,75.5,10,"1",10.94,"0","2","2","1"
"200",635.07,8.9,5.75,9.9,"1",1,10.61,19.38,0,"1","2","0",0,1,21,88.7,40,"3",11.44,"2","3","0","1"
"201",458.06,11.14,6.13,9.95,"1",1,10.01,16.18,1,"10","1","1",1,1,8,57.6,23,"1",11.35,"1","3","0","1"
"202",976.04,22.47,6.88,10.46,"2",1,10.63,18.28,0,"5","2","3",0,1,12,77.2,30,"4",11.51,"0","3","0","1"
"203",455.76,15.8,6.12,9.47,"0",1,9.39,28.05,0,"7","2","2",1,0,14,51.9,39,"1",10.71,"2","2","1","1"
"204",1006.51,13.11,6.91,10.3,"1",1,9.12,8.59,1,"10","2","1",1,1,9,57.8,43,"1",11.7,"2","3","2","1"
"205",432.45,17.77,6.07,9.39,"1",1,8.99,22.32,0,"7","2","3",1,0,13,83.8,23,"1",10.91,"0","2","1","1"
"206",251.21,12.12,5.53,8.93,"0",1,9.81,33.47,0,"12","2","1",0,1,11,79,22,"3",10.71,"1","3","0","1"
"207",464.87,15.8,6.14,9.86,"2",1,8.67,3.82,1,"5","1","2",1,1,13,26.5,27,"0",10.92,"1","1","0","1"
"208",299.79,16.29,5.7,9.41,"1",1,9.58,22.11,0,"8","1","2",1,1,7,43.3,10,"1",10.46,"1","3","0","1"
"209",501.1,11.14,6.22,9.63,"0",1,9.13,20.75,0,"2","2","1",0,1,7,30.6,25,"4",10.97,"2","3","1","1"
"210",349.29,8.9,5.86,9.31,"1",1,9.8,28.06,0,"2","2","0",0,0,10,43.7,28,"1",10.82,"0","2","1","1"
"211",282.09,18.49,5.64,8.96,"1",1,9.16,29.81,1,"12","2","3",1,1,7,95.9,28,"1",10.7,"2","2","0","1"
"212",456.19,13.11,6.12,9.9,"1",1,9.77,17.63,1,"8","2","1",1,1,9,53.4,34,"0",11.51,"0","3","0","1"
"213",375.04,14.33,5.93,9.68,"1",1,8.26,12.1,0,"12","2","2",0,1,12,27.7,24,"1",11.09,"2","3","0","1"
"214",532.96,15.31,6.28,10.01,"1",1,8.84,15.46,1,"11","2","2",0,1,8,35.3,14,"2",11.46,"0","3","0","1"
"215",599.96,17.27,6.4,10.09,"1",1,8.57,29.95,0,"12","2","2",0,1,11,71,36,"4",11.08,"1","3","0","1"
"216",309.01,15.31,0,9.09,"1",1,7.05,14.73,1,"4","2","2",1,1,8,42.7,26,"2",11,"2","3","0","1"
"217",555.64,12.12,6.32,9.72,"1",1,8.28,4.11,0,"5","1","1",1,0,7,24.1,17,"1",10.71,"1","2","1","1"
"218",574.89,21,6.35,9.96,"1",1,9.38,19.98,0,"12","2","3",0,0,13,90.2,36,"0",10.78,"1","2","0","1"
"219",459.28,11.14,6.13,9.55,"0",1,9.2,6.21,0,"8","1","1",1,1,20,35.7,37,"2",11.35,"0","3","1","1"
"220",269.98,13.11,5.6,8.99,"0",1,8.94,4.04,0,"6","1","1",1,1,7,47.9,13,"2",11.29,"1","3","0","1"
"221",381.04,8.9,5.94,9.39,"1",1,8.29,25.69,0,"1","1","0",1,1,9,27.7,17,"1",10.79,"0","3","0","1"
"222",454.84,17.77,6.12,9.8,"2",1,10.36,24.11,0,"12","2","3",1,1,11,74.3,28,"1",11.55,"0","3","0","1"
"223",434.97,17.27,6.08,9.76,"1",1,8.47,14.28,0,"3","2","2",1,0,16,30,44,"4",11.08,"1","3","0","1"
"224",367.63,18.49,5.91,9.22,"0",1,8.72,21.69,0,"8","2","3",1,1,10,73,25,"4",10.31,"2","3","1","1"
"225",504.59,23.76,6.22,9.78,"1",1,8.73,23.79,0,"6","2","3",1,0,10,45.6,16,"1",10.6,"1","2","0","1"
"226",1007.31,18.75,7.01,10.22,"2",1,9.94,28.38,1,"11","2","3",0,1,9,54.1,32,"0",11.14,"2","3","0","1"
"227",288.69,11.14,5.67,9.08,"1",1,9.95,28.78,0,"5","2","1",1,0,11,57.6,39,"1",10.82,"1","2","0","1"
"228",88.04,19.05,4.48,7.78,"2",1,9.16,14.91,0,"5","2","3",1,1,8,67,19,"0",10.6,"0","3","1","1"
"229",194.98,15.31,5.27,8.63,"1",1,9.63,20.29,0,"8","2","2",1,1,20,55.9,35,"3",11.16,"2","3","2","1"
"230",101.49,16.29,4.62,7.96,"2",1,6.97,20.79,0,"10","2","2",1,1,9,20.4,15,"2",11.16,"2","3","1","1"
"231",444.88,14.09,6.1,9.47,"1",1,9.08,4,1,"12","2","1",1,1,11,38.2,29,"3",11.23,"0","3","1","1"
"232",141.76,23.28,4.95,8.52,"2",1,8.82,13.6,0,"11","2","3",0,1,5,80.9,12,"1",10.75,"1","3","0","1"
"233",1227.05,15.8,7.11,10.46,"1",1,10.49,12.27,1,"11","2","2",0,1,17,72.5,41,"4",11.92,"0","3","0","1"
"234",593.79,8.9,6.39,9.84,"1",1,9.29,24.89,0,"3","2","0",1,1,15,73.6,31,"0",11.36,"0","3","0","1"
"235",682.78,15.8,6.53,10.25,"1",1,9.28,24.42,0,"1","1","2",1,1,25,27.7,42,"0",11.43,"2","3","0","1"
"236",73.13,24.83,4.29,7.82,"2",1,8.84,16,0,"7","1","3",1,0,7,61.3,13,"1",10.21,"2","2","0","1"
"237",484.24,15.8,3.96,9.9,"1",1,10.26,19.06,0,"3","2","2",1,0,20,48.7,32,"0",11.11,"2","2","0","1"
"238",552.16,21.98,3.94,9.9,"1",1,9.87,20.99,0,"2","2","3",1,0,14,82.1,28,"0",11.08,"2","2","2","1"
"239",350.59,15.8,5.86,9.21,"1",1,10.09,14.15,0,"12","2","2",1,1,15,73.1,38,"1",11.18,"2","3","0","1"
"240",984.57,13.11,6.89,10.28,"1",1,10.03,20.68,0,"12","2","1",0,0,10,49.1,18,"1",11.08,"2","2","0","1"
"241",961.63,14.09,6.87,10.24,"1",1,9.81,25.55,0,"10","2","1",1,1,18,56.6,41,"2",11.31,"2","3","0","1"
"242",614.08,6.62,6.42,9.9,"1",1,9.85,13.93,1,"3","2","0",0,1,12,31.1,40,"1",11.47,"2","3","1","1"
"243",828.23,21.98,6.72,10.31,"1",1,10.09,18.38,1,"4","2","3",0,1,10,68.4,13,"2",11.26,"0","3","0","1"
"244",756.68,23.63,5.94,10.18,"1",1,8.7,19.42,0,"10","2","3",1,1,6,96.5,22,"0",11,"2","2","0","1"
"245",202.49,13.11,5.31,8.7,"1",1,10,24.48,1,"8","2","1",1,1,13,40.4,27,"0",10.86,"0","3","0","1"
"246",399.97,17.27,5.99,9.68,"1",1,8.39,18.13,0,"1","2","2",0,1,7,88.4,41,"4",10.92,"2","3","0","1"
"247",715.75,17.27,6.57,9.9,"0",1,9.93,19.23,1,"12","2","2",1,0,11,72.5,15,"1",11.35,"0","2","0","1"
"248",278.72,15.8,5.67,8.98,"1",1,11.33,25.26,1,"5","2","2",1,1,13,59.2,31,"2",10.95,"2","3","0","1"
"249",456.86,23.63,6.12,9.68,"1",1,8.31,15.6,0,"12","1","3",1,1,6,62.5,13,"1",11.1,"2","3","0","1"
"250",333.35,17.77,0,9.13,"2",1,7.98,6.6,0,"11","0","3",1,0,7,21.5,7,"1",11,"0","2","2","1"
"251",375.04,14.33,5.93,9.68,"0",1,7.87,12.82,0,"11","2","2",0,1,11,49.3,22,"1",11,"1","3","0","1"
"252",314.93,11.14,5.75,9.17,"1",1,9.86,23.72,0,"12","2","1",0,1,11,75,20,"4",10.92,"0","3","0","1"
"253",486.51,17.77,6.19,9.51,"0",1,8.81,14.06,0,"1","1","3",1,1,7,35.7,22,"4",10.82,"0","3","0","1"
"254",467.95,21.98,6.15,9.74,"1",1,9.42,20.72,1,"12","2","3",1,1,10,42.7,21,"3",10.55,"1","3","0","1"
"255",390.05,13.11,5.97,9.75,"0",1,10.22,24.22,0,"1","2","1",1,1,14,79.6,30,"0",11.37,"0","3","0","1"
"256",442.87,11.14,6.09,9.51,"1",1,8.71,9.4,1,"8","2","1",1,1,11,18.7,49,"2",11.61,"1","3","1","1"
"257",280.47,15.8,5.64,8.99,"0",1,8.6,10.84,0,"4","2","2",1,0,11,42.3,16,"1",11,"0","2","1","1"
"258",76.37,21.98,4.34,7.6,"2",1,9.17,16.85,0,"2","1","3",1,0,6,77.4,25,"2",10.88,"2","2","1","1"
"259",209.3,18.49,5.34,8.66,"1",1,9.11,15.71,0,"11","1","3",0,0,7,81.2,8,"1",9.95,"0","2","0","1"
"260",396.32,13.11,5.98,9.76,"1",1,9.03,1.92,0,"6","2","1",0,1,10,49.9,13,"1",12.3,"2","3","0","1"
"261",369.6,14.09,5.91,9.29,"1",1,9.3,12.74,1,"12","2","1",0,1,6,87.8,27,"3",11.28,"0","3","1","1"
"262",159.71,12.12,5.07,8.48,"1",1,8.79,10.21,1,"6","2","1",0,1,15,39.8,34,"0",10.88,"0","3","0","1"
"263",824.94,17.27,6.72,10.4,"0",1,10.57,22.65,0,"10","2","2",0,0,16,64.4,43,"1",11.46,"0","2","0","1"
"264",454.84,17.77,4.61,9.8,"0",1,10.23,25.24,1,"12","2","3",0,1,8,73.5,26,"4",10.9,"2","3","0","1"
"265",501.03,17.27,6.22,9.55,"1",1,8.44,13.26,0,"8","0","2",0,1,9,61.4,10,"2",10.65,"0","3","0","1"
"266",921.85,19.72,6.83,10.46,"1",1,11.12,17.3,0,"8","2","3",1,1,20,91.6,39,"0",12.13,"0","1","0","1"
"267",486.97,6.03,6.19,9.68,"0",1,9.91,8.75,0,"2","2","0",1,1,10,34.4,46,"4",11.51,"2","3","0","1"
"268",58.7,19.05,0,7.38,"2",1,9.98,7.48,0,"5","2","3",1,1,10,41.4,18,"1",11.61,"2","3","2","1"
"269",927.46,23.83,3.66,10.38,"1",1,9.13,28.35,0,"11","2","3",1,0,17,95,39,"2",11.18,"1","2","0","1"
"270",665.44,12.12,6.5,9.9,"1",1,9.32,23.21,0,"1","2","1",1,0,17,44,25,"1",11.29,"1","2","0","1"
"271",411.14,16.29,5.87,9.73,"1",1,0,8.31,1,"12","2","2",1,1,5,0,25,"1",11.18,"1","3","0","1"
"272",590.5,11.14,6.38,9.8,"1",1,9.88,17.02,0,"7","2","1",1,1,7,98,22,"4",11.46,"2","3","0","1"
"273",144.15,17.77,4.97,8.29,"2",1,8.94,30.53,0,"10","2","3",1,0,8,17.5,31,"2",10.49,"1","2","0","1"
"274",476.17,22.47,6.17,9.75,"1",1,9.83,27.93,1,"11","2","3",0,1,5,94.2,13,"3",10.6,"0","2","0","1"
"275",342.22,14.09,5.84,9.21,"1",1,8.95,8.48,0,"10","2","1",0,0,9,50.8,25,"0",10.67,"0","2","0","1"
"276",460.56,6.62,6.13,9.62,"1",1,9.94,10.56,0,"7","1","0",1,1,10,52.2,20,"3",11.46,"1","3","1","1"
"277",262.42,21,5.57,9.18,"1",1,9.18,14.64,0,"12","2","3",0,0,6,76.4,19,"1",10.6,"1","2","0","1"
"278",393.67,11.14,5.98,9.39,"1",1,9.33,28.08,0,"3","2","1",0,1,12,37.3,21,"2",11.23,"1","3","1","1"
"279",729.32,17.27,6.59,10.28,"0",1,9.51,27.06,1,"11","1","2",0,1,12,60.8,20,"0",11.08,"1","3","0","1"
"280",394.2,7.62,5.98,9.45,"1",1,9.42,15.38,0,"3","2","0",0,1,20,28.4,35,"1",11.29,"2","3","1","1"
"281",337.38,14.33,5.82,9.19,"1",1,9.71,25,1,"4","2","2",1,1,10,66.1,22,"1",11,"1","3","0","1"
"282",306.85,18.75,5.73,9.04,"1",1,7.45,11.86,0,"10","2","3",1,0,7,16.3,23,"1",10.88,"1","2","2","1"
"283",310.49,10.16,5.74,9.17,"0",1,9.62,14.17,1,"10","2","1",1,1,11,46.2,28,"3",11.3,"1","3","2","1"
"284",446.11,12.12,6.1,9.9,"1",1,10.16,22.8,1,"6","2","1",1,1,12,76.4,32,"0",11.52,"0","3","0","1"
"285",180.43,11.14,5.2,8.61,"0",1,8.56,23.83,0,"4","1","1",0,0,7,29.8,17,"1",10.28,"0","2","1","1"
"286",820.13,11.14,6.71,10.13,"0",1,10.67,19.62,1,"6","2","1",1,1,14,64.1,29,"4",11.16,"1","3","0","1"
"287",175.3,15.8,5.17,8.52,"1",1,10.4,20.13,1,"4","2","2",1,1,10,76.4,21,"2",10.74,"0","3","0","1"
"288",428.26,15.31,6.06,9.42,"1",1,8.4,19.26,1,"6","1","2",1,1,13,32.3,24,"3",11,"2","3","1","1"
"289",410.66,14.09,6.02,9.39,"1",1,9.36,28.33,0,"1","2","1",1,1,14,78.1,33,"2",10.76,"2","3","0","1"
"290",350.59,15.8,5.86,9.21,"2",1,10.66,17.9,0,"2","2","2",1,1,14,64.3,26,"3",11.51,"2","3","0","1"
"291",658.46,19.72,6.49,10.13,"1",1,7.56,20.26,0,"11","2","3",1,1,7,61.9,17,"1",11.25,"2","3","0","1"
"292",292.24,18.75,5.46,8.99,"1",1,8.82,29.74,0,"5","1","3",1,1,6,96.2,10,"4",10.24,"0","3","0","1"
"293",357.88,17.27,5.88,9.21,"0",1,8.98,14.82,0,"1","1","2",1,0,8,57.8,20,"1",10.52,"1","2","1","1"
"294",565.13,21,6.34,9.62,"2",1,8.18,9.97,0,"1","1","3",0,0,12,56.6,13,"0",10.86,"0","2","1","1"
"295",534.73,16.29,6.28,9.99,"1",1,9.6,15.82,0,"3","2","2",0,1,9,72.2,21,"4",11,"2","3","0","1"
"296",303.73,13.11,5.72,9.1,"2",1,9.24,12.93,0,"2","2","1",1,1,6,81.2,29,"0",11.43,"2","3","2","1"
"297",1164.51,12.12,7.06,10.46,"0",1,9.82,4.13,0,"3","2","1",0,1,10,45.8,31,"1",13.06,"2","3","2","1"
"298",417.81,15.31,6.04,9.39,"2",1,8.84,21.8,0,"8","2","2",0,0,9,53.3,18,"4",10.6,"0","2","1","1"
"299",404.3,17.77,6,9.68,"1",1,8.8,24.94,1,"11","1","3",0,0,8,75.6,16,"1",10.74,"1","2","0","1"
"300",623.3,11.14,6.44,9.85,"1",1,9.36,17.61,1,"12","2","1",0,1,9,50.8,21,"4",11.33,"1","2","2","1"
"301",216.23,17.77,5.38,8.7,"2",1,10.33,14.69,0,"1","0","3",1,0,12,53.6,16,"1",10.82,"1","1","2","1"
"302",479,13.11,6.17,9.95,"1",1,8.99,13.44,0,"12","2","1",0,1,10,51.3,28,"1",11.35,"0","3","0","1"
"303",138.37,22.47,4.93,8.19,"2",1,8.94,27.41,1,"12","1","3",1,1,15,78.4,40,"1",10.97,"0","3","1","1"
"304",762.08,8.9,6.64,10.09,"1",1,9.47,8.68,0,"2","2","0",0,0,14,60.5,29,"1",11.74,"1","2","0","1"
"305",424.52,17.77,6.05,9.73,"0",1,9.74,25.68,1,"4","2","3",1,1,12,69.8,37,"2",10.99,"2","3","0","1"
"306",476.14,23.63,6.17,9.72,"2",1,9.94,17.52,0,"6","2","3",1,1,14,52.9,42,"1",10.71,"2","3","0","1"
"307",881.47,22.95,5.3,10.35,"1",1,9.89,18.52,1,"7","2","3",0,0,13,65.1,48,"3",11.16,"1","2","0","1"
"308",496.68,13.11,6.21,9.99,"1",1,10.48,27.14,0,"7","2","1",0,1,11,68.4,26,"3",11.08,"2","3","2","1"
"309",229.64,11.14,5.44,8.85,"1",1,9.31,15.77,0,"1","1","1",0,0,24,24.1,39,"3",10.92,"1","2","1","1"
"310",674.54,20.49,6.51,10.13,"1",1,9.44,27.6,1,"5","2","3",0,0,11,58.8,36,"1",11.03,"2","2","0","1"
"311",830.98,19.05,6.72,10.37,"1",1,9.61,16.84,0,"5","2","3",0,1,11,98.6,27,"0",11.74,"2","3","0","1"
"312",741.56,18.75,6.61,9.92,"2",1,9.3,3.22,1,"5","2","3",1,1,9,57.6,52,"1",11.29,"0","3","2","1"
"313",111.07,19.72,4.71,8.01,"2",1,8.43,10.25,0,"11","0","3",0,0,5,57.8,10,"1",10.46,"0","2","1","1"
"314",665.44,12.12,6.5,9.9,"1",1,10.4,19.84,1,"1","2","1",0,1,15,59.6,38,"0",11.46,"0","3","2","1"
"315",721.11,14.33,6.58,9.95,"0",1,9.91,17.71,0,"5","2","2",1,0,16,76.5,22,"2",11.47,"0","2","0","1"
"316",226.06,21,5.42,8.7,"2",1,8.79,21.26,0,"2","2","3",0,0,5,55.9,10,"3",10.37,"0","2","1","1"
"317",598.83,15.31,3.48,10.13,"1",1,10,11.94,0,"3","2","2",1,1,6,67.8,13,"4",11.34,"0","3","0","1"
"318",683.97,19.72,6.53,9.82,"2",1,10.71,15.08,0,"3","2","3",1,0,11,80.3,17,"1",11.57,"2","3","2","1"
"319",936.86,20.49,6.84,10.46,"1",1,10.17,16.31,0,"2","2","3",0,1,19,94.2,51,"1",11.59,"1","3","0","1"
"320",550.02,21.49,5.3,9.91,"1",1,9.55,28.24,0,"1","2","3",1,1,3,98.3,27,"3",10.71,"2","3","0","1"
"321",381.04,8.9,5.94,9.39,"1",1,9.04,12.94,0,"7","2","0",0,1,12,52.8,21,"1",11.46,"0","3","1","1"
"322",182.65,18.75,5.21,8.52,"2",1,10.16,29.19,0,"1","2","3",0,0,11,80.7,18,"1",11.16,"0","2","1","1"
"323",538.4,16.29,6.29,10,"1",1,9.86,32.33,0,"4","2","2",1,0,20,57,37,"1",10.92,"0","2","0","1"
"324",192.83,15.8,5.26,8.61,"1",1,8.89,21.42,0,"5","2","2",1,0,7,77.8,10,"1",9.9,"0","2","1","1"
"325",681.76,6.03,6.52,10.02,"2",1,8.55,13.09,0,"7","1","0",0,1,6,16.8,21,"3",11.08,"1","3","0","1"
"326",421.97,21,6.04,9.32,"2",1,8.42,7.46,0,"6","0","3",1,0,4,64.9,5,"1",11.08,"0","2","1","1"
"327",1181.15,13.11,7.07,10.46,"1",1,9.84,5.55,1,"11","2","1",0,1,8,25.9,16,"1",11.61,"1","2","0","1"
"328",360.38,17.77,5.89,9.21,"1",1,10.7,23.95,0,"10","2","3",1,1,17,93.7,36,"4",11.49,"2","3","0","1"
"329",177.15,11.14,5.18,8.59,"1",1,9.25,24.5,1,"5","2","1",0,1,10,96.8,20,"1",11.08,"2","3","2","1"
"330",484.24,8.9,6.18,9.63,"2",1,7.69,11.26,0,"3","0","0",1,0,7,31.2,8,"1",11.3,"0","3","2","1"
"331",1064.49,14.33,6.97,10.34,"1",1,10.12,9.78,1,"12","2","2",1,1,10,76.9,16,"1",11.78,"2","3","2","1"
"332",1044.52,15.31,6.95,10.31,"1",1,9.87,7.25,0,"5","2","2",0,0,8,84.8,15,"1",11.59,"1","3","0","1"
"333",689.32,17.27,6.54,10.22,"1",1,10.38,13.54,0,"10","2","2",1,1,11,84.1,37,"3",11.78,"0","3","0","1"
"334",497.74,16.29,6.21,9.55,"1",1,9.94,26.26,0,"12","2","2",1,1,12,77.9,19,"2",10.88,"0","3","1","1"
"335",515.08,14.33,6.24,9.62,"1",1,9.81,14.64,0,"12","2","2",1,0,16,81.3,33,"0",11.41,"1","2","0","1"
"336",1056.28,13.11,6.96,10.35,"1",1,10.27,29.18,1,"8","2","1",0,1,10,52.8,32,"1",11.16,"2","3","0","1"
"337",547.43,13.11,6.31,10.09,"0",1,8.87,12.58,0,"12","2","1",1,1,14,13.3,48,"2",11.2,"2","3","0","1"
"338",555.68,15.8,5.17,9.67,"2",1,9.64,21.68,0,"2","2","2",1,1,12,72.3,36,"4",10.71,"0","3","0","1"
"339",545.39,11.14,6.3,9.72,"1",1,9.73,5.28,0,"8","2","1",1,1,7,85.7,13,"1",11.41,"1","3","0","1"
"340",874.93,17.27,6.77,10.46,"1",1,11.32,16.96,0,"10","1","2",1,1,11,81.4,18,"0",11.61,"1","3","0","1"
"341",529.51,16.29,6.27,9.62,"1",1,9.48,28.07,0,"12","1","2",1,1,32,20.9,43,"3",11.14,"2","3","0","1"
"342",397.24,17.27,5.98,9.31,"1",1,9.43,24.22,1,"12","1","2",1,1,15,53.6,35,"4",10.57,"0","3","2","1"
"343",444.55,8.9,6.1,9.55,"1",1,9.81,24.42,0,"3","2","0",1,0,20,23.9,46,"0",11.39,"2","1","2","1"
"344",638.18,23.63,6.46,10.01,"1",1,9.87,25.26,0,"12","1","3",1,0,10,94.5,23,"0",11.08,"0","2","0","1"
"345",789.29,21,6.67,10.28,"0",1,10.41,21.23,0,"10","2","3",1,1,9,66.8,40,"2",11.08,"1","1","0","1"
"346",196.84,11.14,5.36,8.7,"2",1,9.72,13.58,1,"12","2","1",0,0,9,97,15,"3",11.39,"1","2","1","1"
"347",465.32,13.11,6.14,9.92,"1",1,9.98,19.54,0,"3","2","1",0,0,11,62.6,29,"0",11.43,"1","2","0","1"
"348",449.97,17.27,6.11,9.8,"1",1,9.69,23.45,0,"4","2","2",0,0,14,80.5,34,"1",11.07,"0","2","0","1"
"349",908.89,19.05,6.81,10.46,"2",1,8.79,25.78,0,"12","2","3",1,1,22,47.2,35,"3",11.35,"0","3","0","1"
"350",1148.18,11.14,7.05,10.46,"2",1,9.96,13.28,0,"12","2","1",0,1,13,42.2,29,"1",12.1,"2","3","0","1"
"351",435.82,15.8,6.08,9.8,"1",1,9.18,26.72,0,"12","2","2",0,0,15,53.8,46,"1",11.16,"1","2","0","1"
"352",73.37,19.05,4.3,7.6,"2",1,9.53,20.33,1,"1","2","3",0,1,6,88.8,28,"4",11.11,"0","3","0","1"
"353",218.13,7.62,5.39,8.85,"2",1,10.66,30.23,0,"5","2","0",0,1,12,77.3,29,"2",11.34,"2","3","0","1"
"354",63.96,21.98,4.16,7.42,"1",1,7.66,10.84,0,"12","2","3",1,0,8,96.5,21,"2",11,"0","2","2","1"
"355",449.97,17.27,6.11,9.8,"1",1,8.27,23.41,1,"2","2","2",1,0,10,40.6,21,"0",10.76,"1","2","0","1"
"356",227.57,21.49,5.43,8.7,"2",1,9,15.6,0,"2","2","3",1,0,16,75.9,28,"0",10.46,"1","2","0","1"
"357",250.69,15.31,5.52,8.88,"1",1,9.01,16.16,1,"10","2","2",1,0,9,50.3,26,"0",10.48,"2","2","0","1"
"358",540.56,17.77,6.29,9.62,"1",1,9.45,10.25,0,"12","2","3",1,0,8,70.5,21,"3",11,"1","2","1","1"
"359",508.06,8.9,6.23,9.68,"1",1,10.6,15.99,0,"10","2","0",1,1,18,85.5,31,"1",11.53,"0","3","2","1"
"360",525.88,15.8,6.27,9.62,"0",1,9.61,30.18,1,"2","2","2",1,0,10,64.5,26,"1",10.6,"1","2","0","1"
"361",36.53,18.75,3.6,6.91,"2",1,10.32,26.91,0,"1","1","3",0,1,12,53.7,34,"1",11.13,"2","2","0","1"
"362",698.71,12.12,6.55,9.95,"1",1,9.69,9.8,0,"7","2","1",0,0,9,86.5,25,"1",11.49,"0","2","0","1"
"363",337.47,13.11,5.82,9.21,"1",1,9.23,22.48,0,"3","1","1",0,0,10,79.1,22,"0",10.71,"0","2","0","1"
"364",1278.55,18.75,6.66,10.46,"2",1,12.34,5.83,0,"2","2","3",1,1,6,41,23,"1",12.07,"2","3","2","1"
"365",650.51,19.05,7.22,10.13,"1",1,9.32,9.44,0,"11","2","3",0,1,8,70.3,30,"0",11.16,"2","3","0","1"
"366",550.22,19.05,6.31,9.62,"1",1,10.29,28.88,0,"2","2","3",0,0,6,95.8,22,"1",11.23,"1","2","2","1"
"367",734.18,16.29,6.6,10.31,"1",1,9.02,24.56,0,"3","2","2",0,1,14,83.9,34,"1",12.13,"2","3","0","1"
"368",1218.61,15.31,7.11,10.46,"1",1,11.18,24.37,0,"5","1","2",0,0,16,59.3,26,"2",11.64,"0","2","0","1"
"369",313.3,16.29,5.75,9.09,"0",1,9.37,31.7,0,"5","1","2",0,0,17,57.6,21,"4",10.35,"1","2","0","1"
"370",309.78,22.95,5.74,9.31,"1",1,9.43,23.8,0,"11","1","3",1,0,10,48.3,38,"2",10.65,"0","2","0","1"
"371",697.97,19.72,6.55,10.18,"1",1,10.33,24.69,0,"12","2","3",1,1,23,73.5,40,"0",11.23,"1","2","0","1"
"372",688.39,7.9,6.53,10,"1",1,10.87,22.57,0,"2","2","0",0,1,21,68.3,48,"1",11.32,"2","3","0","1"
"373",484.24,15.8,6.18,9.9,"2",1,9.91,13.1,0,"12","2","2",1,1,8,59.4,14,"3",11.5,"2","3","0","1"
"374",379.03,17.77,5.94,9.62,"1",1,9.68,15.56,0,"10","2","3",1,1,14,47.5,24,"3",11.54,"0","3","2","1"
"375",382.63,12.12,5.27,9.35,"1",1,9.42,18.54,0,"4","1","1",0,0,12,44.4,27,"1",10.46,"1","2","1","1"
"376",481.28,19.72,6.18,9.47,"2",1,9.23,17.37,0,"4","1","3",1,0,11,63.8,24,"1",11.08,"0","3","1","1"
"377",420.71,15.8,6.46,9.39,"0",1,9.04,26.8,0,"2","1","2",1,0,15,50.1,28,"0",10.78,"0","2","0","1"
"378",446.4,14.33,5.52,9.47,"1",1,7.99,8.17,1,"2","1","2",1,1,11,38.6,24,"1",11.65,"2","3","1","1"
"379",254.24,11.14,5.54,8.96,"0",1,9.01,3.3,0,"3","2","1",1,1,9,46.1,34,"1",11.37,"2","3","2","1"
"380",328.06,11.14,5.79,9.21,"0",1,9.75,19.53,0,"8","2","1",0,0,8,62.3,22,"1",10.7,"0","1","0","1"
"381",426.52,10.16,6.06,9.9,"1",1,10.05,11.08,1,"1","2","1",1,1,14,39.3,37,"3",11.34,"2","3","0","1"
"382",328.06,11.14,5.79,9.21,"1",1,9.89,24.15,0,"5","2","1",0,0,12,87.3,21,"3",10.71,"2","2","1","1"
"383",758.06,17.77,6.63,10.31,"1",1,10.19,10.74,1,"12","2","3",1,1,22,45.4,42,"0",11.21,"2","3","0","1"
"384",364.14,17.27,5.9,9.23,"1",1,9.28,18.29,0,"5","1","2",0,0,9,68.4,13,"1",11,"1","1","1","1"
"385",449.97,17.27,6.11,9.8,"0",1,9.2,27.67,0,"5","1","2",0,1,12,83.2,30,"4",10.82,"2","3","0","1"
"386",415.6,17.27,6.03,9.72,"1",1,10.21,27.63,0,"6","2","2",0,1,10,87.1,34,"0",10.57,"1","2","0","1"
"387",303.73,13.11,5.72,9.1,"1",1,9.12,24.19,0,"2","2","1",0,0,15,45.2,19,"0",10.71,"2","2","1","1"
"388",468.04,16.29,4.61,9.86,"1",1,9.34,33.52,0,"11","2","2",0,1,14,71.3,37,"1",10.67,"0","2","0","1"
"389",664.85,19.05,6.5,9.81,"1",1,9.4,17.96,0,"12","1","3",1,1,9,75.9,20,"2",11.13,"1","3","0","1"
"390",385.65,15.8,5.95,9.31,"1",1,8.78,23.2,0,"4","2","2",1,0,11,66.2,37,"1",10.71,"0","2","2","1"
"391",623.23,7.62,6.43,9.9,"0",1,10.83,11.05,0,"1","2","0",0,1,7,59.2,18,"1",12.04,"2","2","0","1"
"392",499.96,17.27,6.21,9.9,"1",1,9.38,17.12,1,"3","2","2",1,1,6,48.5,20,"3",10.71,"1","3","0","1"
"393",155.94,23.28,5.79,8.61,"2",1,8.8,15.24,1,"1","2","3",0,1,22,13.5,37,"3",9.9,"0","3","0","1"
"394",684.91,19.05,6.93,10.18,"1",1,8.77,6.91,1,"1","2","3",1,0,7,89.4,9,"1",11.51,"1","2","2","1"
"395",173.52,18.75,5.16,8.47,"1",1,9.55,21.1,0,"11","2","3",1,1,13,84.4,30,"0",10.82,"2","3","0","1"
"396",412.59,15.31,6.02,9.38,"1",1,8.67,14.54,0,"6","2","2",0,0,4,85.3,15,"2",10.46,"1","1","1","1"
